,Unnamed: 0,OFFENCE_FINYEAR,OFFENCE_MONTH,OFFENCE_CODE,OFFENCE_DESC,LEGISLATION,SECTION_CLAUSE,FACE_VALUE,CAMERA_IND,CAMERA_TYPE,LOCATION_CODE,LOCATION_DETAILS,SCHOOL_ZONE_IND,SPEED_BAND,SPEED_IND,POINT_TO_POINT_IND,RED_LIGHT_CAMERA_IND,SPEED_CAMERA_IND,SEATBELT_IND,MOBILE_PHONE_IND,PARKING_IND,CINS_IND,FOOD_IND,BICYCLE_TOY_ETC_IND,TOTAL_NUMBER,TOTAL_VALUE
39760,61556,2013-2014,01/03/2014,74733,Proceed through red traffic arrow - Camera Detected - Individual,ROAD RULES 2008,60,405,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,NOT STOP AT RED LIGHT,,,Y,,,,,,,,35,14175
39765,61562,2013-2014,01/10/2013,74713,Exceed speed limit over 10 km/h - Camera Detected,ROAD RULES 2008,20,425,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,1,425
39846,61660,2013-2014,01/04/2014,24701,Exceed speed limit 10km/h and under - Camera Detected,ROAD RULES 2008,20,530,Y,Red Light / Speed Camera,7254.0,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,2,1060
39926,61779,2013-2014,01/08/2013,74701,Exceed speed limit 10km/h and under - Camera Detected,ROAD RULES 2008,20,106,Y,Fixed Digital Speed Camera,9550.0,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,117,12402
39953,61929,2013-2014,01/05/2014,74705,Exceed speed limit over 20km/h - Camera Detected,ROAD RULES 2008,20,425,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 20KM/H,Y,,,Y,,,,,,,25,10625
39955,61937,2014-2015,01/01/2015,83063,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Individual,ROAD RULES 2014,20,109,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,298,32482
39984,62025,2014-2015,01/06/2015,83180,Motor vehicle exceed speed limit - over 10 km/h - Camera recorded - Individual,ROAD RULES 2014,20,436,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,3,1308
40023,62150,2014-2015,01/11/2014,74705,Exceed speed limit over 20km/h - Camera Detected,ROAD RULES 2008,20,436,Y,Red Light / Speed Camera,7297.0,EPPING ROAD LANE COVE WESTBOUND,,EXCEED SPEED OVER 20KM/H,Y,,,Y,,,,,,,5,2180
40065,62258,2015-2016,01/08/2015,83063,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Individual,ROAD RULES 2014,20,112,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,414,46368
40180,62502,2015-2016,01/03/2016,82950,Motor vehicle exceed speed limit - over 10 km/h - Camera recorded - Individual,ROAD RULES 2014,20,260,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,586,152360
40210,62565,2015-2016,01/02/2016,82950,Motor vehicle exceed speed limit - over 10 km/h - Camera recorded - Individual,ROAD RULES 2014,20,260,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,29,7540
40243,62638,2014-2015,01/06/2015,82950,Motor vehicle exceed speed limit - over 10 km/h - Camera recorded - Individual,ROAD RULES 2014,20,254,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,573,145542
40252,62651,2014-2015,01/11/2014,74733,Proceed through red traffic arrow - Camera Detected - Individual,ROAD RULES 2008,60,415,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,NOT STOP AT RED LIGHT,,,Y,,,,,,,,34,14110
40309,62748,2012-2013,01/03/2013,24703,Exceed speed limit over 10km/h - Camera Detected,ROAD RULES 2008,20,1215,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,3,3645
40539,63134,2015-2016,01/06/2016,82950,Motor vehicle exceed speed limit - over 10 km/h - Camera recorded - Individual,ROAD RULES 2014,20,260,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,549,142740
40622,63260,2015-2016,01/07/2015,83057,Motor vehicle exceed speed limit - over 20 km/h - Camera recorded - Individual,ROAD RULES 2014,20,558,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED OVER 20KM/H,Y,,,Y,,,,,,,4,2232
40638,63282,2016-2017,01/04/2017,82957,Motor vehicle exceed speed limit - 10 km/h and under - School Zone - Camera recorded - Individual,ROAD RULES 2014,20,189,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,139,26271
40811,63537,2012-2013,01/05/2013,74705,Exceed speed limit over 20km/h - Camera Detected,ROAD RULES 2008,20,417,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,EXCEED SPEED OVER 20KM/H,Y,,,Y,,,,,,,1,417
40937,63732,2013-2014,01/06/2014,74707,Exceed speed limit over 30 km/h - Camera Detected,ROAD RULES 2008,20,815,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 30KM/H,Y,,,Y,,,,,,,7,5705
40971,63771,2014-2015,01/07/2014,74701,Exceed speed limit 10km/h and under - Camera Detected,ROAD RULES 2008,20,109,Y,Fixed Digital Speed Camera,9550.0,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,104,11336
40985,63791,2013-2014,01/02/2014,74701,Exceed speed limit 10km/h and under - Camera Detected,ROAD RULES 2008,20,106,Y,Fixed Digital Speed Camera,9550.0,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,101,10706
41108,63955,2011-2012,01/06/2012,24705,Exceed speed limit over 20 km/h - Camera Detected,ROAD RULES 2008,20,371,Y,Fixed Digital Speed Camera,9550.0,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,EXCEED SPEED OVER 20KM/H,Y,,,Y,,,,,,,1,371
41113,63961,2012-2013,01/05/2013,74707,Exceed speed limit over 30 km/h - Camera Detected,ROAD RULES 2008,20,799,Y,Fixed Digital Speed Camera,9550.0,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,EXCEED SPEED OVER 30KM/H,Y,,,Y,,,,,,,1,799
41133,63987,2017-2018,01/09/2017,83154,Motor vehicle exceed speed limit - over 10 km/h - Camera recorded - Individual,ROAD RULES 2014,20,462,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,3,1386
41188,64062,2016-2017,01/07/2016,82995,Motor vehicle exceed speed limit - over 20 km/h - Camera recorded - Individual,ROAD RULES 2014,20,455,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED OVER 20KM/H,Y,,,Y,,,,,,,25,11375
41282,64192,2016-2017,01/03/2017,82957,Motor vehicle exceed speed limit - 10 km/h and under - School Zone - Camera recorded - Individual,ROAD RULES 2014,20,189,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,111,20979
41355,64297,2015-2016,01/12/2015,33162,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Corporation,ROAD RULES 2014,20,1675,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,1,1675
41530,64526,2013-2014,01/05/2014,74705,Exceed speed limit over 20km/h - Camera Detected,ROAD RULES 2008,20,425,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED OVER 20KM/H,Y,,,Y,,,,,,,15,6375
41533,64531,2016-2017,01/01/2017,83063,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Individual,ROAD RULES 2014,20,114,Y,Fixed Digital Speed Camera,9550.0,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,95,10830
41535,64533,2013-2014,01/05/2014,74732,Proceed through red traffic light - Camera Detected - School Zone - Individual,ROAD RULES 2008,59(1),506,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,NOT STOP AT RED LIGHT,,,Y,,,,,,,,2,1012
41547,64551,2015-2016,01/08/2015,32792,Drive in bus lane - Camera recorded - Corporation,ROAD RULES 2014,154(1),1595,Y,Fixed Digital Bus Lane Camera,8466.0,EPPING ROAD LANE COVE EASTBOUND,,,,,,,,,,,,,1,1595
41574,64587,2013-2014,01/07/2013,74711,Exceed speed limit 10 km/h and under - Camera Detected,ROAD RULES 2008,20,319,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,1,319
41592,64611,2013-2014,01/06/2014,74711,Exceed speed limit 10 km/h and under - Camera Detected,ROAD RULES 2008,20,319,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,4,1276
41656,64691,2014-2015,01/01/2015,83406,Proceed through red traffic light - Camera recorded - Individual,ROAD RULES 2014,59(1),415,Y,Red Light / Speed Camera,7297.0,EPPING ROAD LANE COVE WESTBOUND,,NOT STOP AT RED LIGHT,,,Y,,,,,,,,83,34445
41683,64724,2013-2014,01/05/2014,74704,Exceed speed limit over 10 km/h - Camera Detected - School Zone,ROAD RULES 2008,20,319,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,182,58058
41695,64739,2013-2014,01/05/2014,74723,Exceed speed limit over 10 km/h - Camera Detected,ROAD RULES 2008,20,425,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,1,425
41831,64921,2012-2013,01/12/2012,24705,Exceed speed limit over 20 km/h - Camera Detected,ROAD RULES 2008,20,2085,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 20KM/H,Y,,,Y,,,,,,,2,4170
41841,64934,2012-2013,01/11/2012,74705,Exceed speed limit over 20km/h - Camera Detected,ROAD RULES 2008,20,417,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 20KM/H,Y,,,Y,,,,,,,16,6672
41881,64984,2012-2013,01/10/2012,74709,Exceed speed limit over 45 km/h - Camera Detected,ROAD RULES 2008,20,2154,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED 45KM/H OR OVER,Y,,,Y,,,,,,,2,4308
41895,65006,2014-2015,01/04/2015,82995,Motor vehicle exceed speed limit - over 20 km/h - Camera recorded - Individual,ROAD RULES 2014,20,436,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,EXCEED SPEED OVER 20KM/H,Y,,,Y,,,,,,,2,872
41908,65021,2016-2017,01/11/2016,33491,Proceed through red traffic arrow - Camera recorded - Corporation,ROAD RULES 2014,60,2165,Y,Red Light / Speed Camera,7297.0,EPPING ROAD LANE COVE WESTBOUND,,NOT STOP AT RED LIGHT,,,Y,,,,,,,,4,8660
41931,65052,2014-2015,01/04/2015,83154,Motor vehicle exceed speed limit - over 10 km/h - Camera recorded - Individual,ROAD RULES 2014,20,436,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,2,872
41982,65125,2017-2018,01/08/2017,32950,Motor vehicle exceed speed limit - over 10 km/h - Camera recorded - Corporation,ROAD RULES 2014,20,1345,Y,Fixed Digital Speed Camera,9550.0,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,1,1345
42085,65259,2013-2014,01/06/2014,24705,Exceed speed limit over 20 km/h - Camera Detected,ROAD RULES 2008,20,2125,Y,Red Light / Speed Camera,7254.0,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,EXCEED SPEED OVER 20KM/H,Y,,,Y,,,,,,,1,2125
42149,65340,2013-2014,01/04/2014,74707,Exceed speed limit over 30 km/h - Camera Detected,ROAD RULES 2008,20,815,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED OVER 30KM/H,Y,,,Y,,,,,,,12,9780
42201,65407,2016-2017,01/12/2016,82950,Motor vehicle exceed speed limit - over 10 km/h - Camera recorded - Individual,ROAD RULES 2014,20,265,Y,Mobile Digital Speed Camera,22900.0,MOWBRAY ROAD LANE COVE NORTH EASTBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,5,1325
42337,65588,2017-2018,01/07/2017,32957,Motor vehicle exceed speed limit - 10 km/h and under - School Zone - Camera recorded - Corporation,ROAD RULES 2014,20,960,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,1,960
42437,65716,2014-2015,01/10/2014,74707,Exceed speed limit over 30 km/h - Camera Detected,ROAD RULES 2008,20,835,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 30KM/H,Y,,,Y,,,,,,,7,5845
42469,65754,2015-2016,01/04/2016,33063,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Corporation,ROAD RULES 2014,20,560,Y,Red Light / Speed Camera,7297.0,EPPING ROAD LANE COVE WESTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,2,1120
42500,65794,2015-2016,01/11/2015,82950,Motor vehicle exceed speed limit - over 10 km/h - Camera recorded - Individual,ROAD RULES 2014,20,260,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,471,122460
42514,65812,2015-2016,01/08/2015,82995,Motor vehicle exceed speed limit - over 20 km/h - Camera recorded - Individual,ROAD RULES 2014,20,446,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 20KM/H,Y,,,Y,,,,,,,30,13380
42570,65884,2017-2018,01/09/2017,83057,Motor vehicle exceed speed limit - over 20 km/h - Camera recorded - Individual,ROAD RULES 2014,20,576,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 20KM/H,Y,,,Y,,,,,,,3,1728
42649,66176,2015-2016,01/06/2016,33491,Proceed through red traffic arrow - Camera recorded - Corporation,ROAD RULES 2014,60,2125,Y,Red Light / Speed Camera,7297.0,EPPING ROAD LANE COVE WESTBOUND,,NOT STOP AT RED LIGHT,,,Y,,,,,,,,4,8500
42690,66324,2013-2014,01/12/2013,74701,Exceed speed limit 10km/h and under - Camera Detected,ROAD RULES 2008,20,106,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,323,34238
42751,66463,2015-2016,01/03/2016,33406,Proceed through red traffic light - Camera recorded - Corporation,ROAD RULES 2014,59(1),2125,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,NOT STOP AT RED LIGHT,,,Y,,,,,,,,2,4250
42754,66467,2016-2017,01/08/2016,83063,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Individual,ROAD RULES 2014,20,114,Y,Mobile Digital Speed Camera,22901.0,MOWBRAY ROAD LANE COVE NORTH WESTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,15,1710
42874,66712,2012-2013,01/06/2013,74734,Proceed through red traffic arrow - Camera Detected - School Zone - Individual,ROAD RULES 2008,60,496,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,NOT STOP AT RED LIGHT,,,Y,,,,,,,,9,4464
42877,66715,2013-2014,01/03/2014,74707,Exceed speed limit over 30 km/h - Camera Detected,ROAD RULES 2008,20,815,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 30KM/H,Y,,,Y,,,,,,,2,1630
42879,66717,2014-2015,01/10/2014,24701,Exceed speed limit 10km/h and under - Camera Detected,ROAD RULES 2008,20,545,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,10,5450
42889,66733,2012-2013,01/01/2013,74705,Exceed speed limit over 20km/h - Camera Detected,ROAD RULES 2008,20,417,Y,Fixed Digital Speed Camera,9550.0,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,EXCEED SPEED OVER 20KM/H,Y,,,Y,,,,,,,2,834
42892,66740,2014-2015,01/02/2015,83406,Proceed through red traffic light - Camera recorded - Individual,ROAD RULES 2014,59(1),415,Y,Red Light / Speed Camera,7254.0,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,NOT STOP AT RED LIGHT,,,Y,,,,,,,,22,9130
42903,66757,2014-2015,01/10/2014,74705,Exceed speed limit over 20km/h - Camera Detected,ROAD RULES 2008,20,436,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED OVER 20KM/H,Y,,,Y,,,,,,,25,10900
42970,66867,2013-2014,01/04/2014,24701,Exceed speed limit 10km/h and under - Camera Detected,ROAD RULES 2008,20,530,Y,Fixed Digital Speed Camera,9550.0,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,1,530
42998,66921,2016-2017,01/03/2017,33093,Motor vehicle exceed speed limit - over 45 km/h - Camera recorded - Corporation,ROAD RULES 2014,20,11750,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED 45KM/H OR OVER,Y,,,Y,,,,,,,1,11750
43056,67028,2016-2017,01/09/2016,33491,Proceed through red traffic arrow - Camera recorded - Corporation,ROAD RULES 2014,60,2165,Y,Red Light / Speed Camera,7297.0,EPPING ROAD LANE COVE WESTBOUND,,NOT STOP AT RED LIGHT,,,Y,,,,,,,,3,6495
43076,67058,2015-2016,01/01/2016,82960,Motor vehicle exceed speed limit - over 30 km/h - Camera recorded - Individual,ROAD RULES 2014,20,855,Y,Fixed Digital Speed Camera,9550.0,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,EXCEED SPEED OVER 30KM/H,Y,,,Y,,,,,,,1,855
43107,67103,2017-2018,01/11/2017,83063,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Individual,ROAD RULES 2014,20,116,Y,Fixed Digital Speed Camera,9550.0,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,83,9628
43171,67198,2016-2017,01/06/2017,83207,Motor vehicle exceed speed limit - over 10 km/h - School Zone - Camera recorded - Individual,ROAD RULES 2014,20,568,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,1,568
43219,67269,2015-2016,01/03/2016,33063,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Corporation,ROAD RULES 2014,20,560,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,1,560
43245,67311,2015-2016,01/09/2015,33406,Proceed through red traffic light - Camera recorded - Corporation,ROAD RULES 2014,59(1),2125,Y,Red Light / Speed Camera,7297.0,EPPING ROAD LANE COVE WESTBOUND,,NOT STOP AT RED LIGHT,,,Y,,,,,,,,3,6375
43269,67345,2014-2015,01/01/2015,82950,Motor vehicle exceed speed limit - over 10 km/h - Camera recorded - Individual,ROAD RULES 2014,20,254,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,261,66294
43342,67454,2017-2018,01/08/2017,33063,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Corporation,ROAD RULES 2014,20,580,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,10,5800
43427,67590,2016-2017,01/03/2017,82995,Motor vehicle exceed speed limit - over 20 km/h - Camera recorded - Individual,ROAD RULES 2014,20,455,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 20KM/H,Y,,,Y,,,,,,,40,18200
43449,67623,2011-2012,01/06/2012,74701,Exceed speed limit 10km/h and under - Camera Detected,ROAD RULES 2008,20,93,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,184,17112
43466,67647,2014-2015,01/01/2015,83229,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Individual,ROAD RULES 2014,20,327,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,2,654
43471,67652,2015-2016,01/10/2015,83229,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Individual,ROAD RULES 2014,20,335,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,2,670
43475,67657,2011-2012,01/03/2012,24705,Exceed speed limit over 20 km/h - Camera Detected,ROAD RULES 2008,20,371,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 20KM/H,Y,,,Y,,,,,,,2,742
43538,67745,2016-2017,01/04/2017,82950,Motor vehicle exceed speed limit - over 10 km/h - Camera recorded - Individual,ROAD RULES 2014,20,265,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,316,83740
43551,67761,2016-2017,01/08/2016,33063,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Corporation,ROAD RULES 2014,20,570,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,9,5130
43605,67838,2016-2017,01/05/2017,82950,Motor vehicle exceed speed limit - over 10 km/h - Camera recorded - Individual,ROAD RULES 2014,20,265,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,22,5830
43631,67873,2015-2016,01/02/2016,32960,Motor vehicle exceed speed limit - over 30 km/h - Camera recorded - Corporation,ROAD RULES 2014,20,4275,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 30KM/H,Y,,,Y,,,,,,,1,4275
43648,67894,2015-2016,01/09/2015,82957,Motor vehicle exceed speed limit - 10 km/h and under - School Zone - Camera recorded - Individual,ROAD RULES 2014,20,186,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,137,25482
43685,67944,2017-2018,01/09/2017,83180,Motor vehicle exceed speed limit - over 10 km/h - Camera recorded - Individual,ROAD RULES 2014,20,462,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,4,1848
43698,67962,2012-2013,01/06/2013,74707,Exceed speed limit over 30 km/h - Camera Detected,ROAD RULES 2008,20,799,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED OVER 30KM/H,Y,,,Y,,,,,,,3,2397
43758,68048,2017-2018,01/07/2017,82960,Motor vehicle exceed speed limit - over 30 km/h - Camera recorded - Individual,ROAD RULES 2014,20,884,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 30KM/H,Y,,,Y,,,,,,,15,13260
43796,68101,2015-2016,01/05/2016,83229,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Individual,ROAD RULES 2014,20,335,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,2,670
43829,68150,2011-2012,01/04/2012,74701,Exceed speed limit 10km/h and under - Camera Detected,ROAD RULES 2008,20,93,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,57,5301
